Drop,Horizontal_Break,Induced_Vertical_Break,Pitch_Type,Pitch_Vel,In_Play,Spin,sword_num,batters::k_percent,batters::bb_percent,batters::woba,batters::xwoba,batters::sweet_spot_percent,batters::barrel_batted_rate,batters::hard_hit_percent,batters::avg_best_speed,batters::avg_hyper_speed,batters::whiff_percent,batters::swing_percent
13,8,19,4-Seam Fastball,92.7,1,2256,0,21.7,8.3,.350,.407,37.1,15.9,54.7,104.897196,97.470592235,24.4,46.1
19,18,12,Sinker,94.4,1,2200,0,25.7,15.2,.492,.457,38.2,24.6,55.3,107.0517133,98.596051106,36.6,46.1
49,4,-5,Curveball,79.2,0,2762,0,25.7,15.2,.492,.457,38.2,24.6,55.3,107.0517133,98.596051106,36.6,46.1
29,5,8,Cutter,85.9,0,2367,0,25.7,15.2,.492,.457,38.2,24.6,55.3,107.0517133,98.596051106,36.6,46.1
30,5,6,Cutter,86.7,0,2413,0,25.7,15.2,.492,.457,38.2,24.6,55.3,107.0517133,98.596051106,36.6,46.1
14,7,17,4-Seam Fastball,93.4,0,2284,0,25.7,15.2,.492,.457,38.2,24.6,55.3,107.0517133,98.596051106,36.6,46.1
20,15,12,Sinker,93.3,0,2105,0,23.1,13.1,.360,.374,35.8,13.9,43,100.380055488,94.621298049,21.3,38.5
13,9,18,4-Seam Fastball,93.8,0,2306,0,23.1,13.1,.360,.374,35.8,13.9,43,100.380055488,94.621298049,21.3,38.5
14,5,19,4-Seam Fastball,92.0,0,2322,0,23.1,13.1,.360,.374,35.8,13.9,43,100.380055488,94.621298049,21.3,38.5
15,7,18,4-Seam Fastball,92.5,0,2376,0,23.1,13.1,.360,.374,35.8,13.9,43,100.380055488,94.621298049,21.3,38.5
38,16,-1,Changeup,86.0,1,1785,0,,,,,,,,,,,
55,13,-12,Curveball,80.6,0,2943,0,,,,,,,,,,,
15,10,17,4-Seam Fastball,93.9,0,2661,0,,,,,,,,,,,
13,9,17,4-Seam Fastball,94.7,0,2617,0,,,,,,,,,,,
13,9,18,4-Seam Fastball,94.4,0,2669,0,,,,,,,,,,,
14,7,18,4-Seam Fastball,93.4,0,2606,0,,,,,,,,,,,
14,7,17,4-Seam Fastball,93.3,0,2533,0,,,,,,,,,,,
15,9,16,4-Seam Fastball,94.5,1,2603,0,,,,,,,,,,,
14,7,18,4-Seam Fastball,93.2,0,2655,0,,,,,,,,,,,
39,20,2,Sweeper,82.4,1,2945,0,,,,,,,,,,,
29,19,3,Sinker,92.7,0,2425,0,,,,,,,,,,,
56,14,-12,Curveball,79.7,1,2978,0,16.4,10.2,.379,.381,38.8,8.2,49.2,100.675267935,94.91163765,21.2,46
12,8,19,4-Seam Fastball,93.9,0,2638,0,24.6,9.4,.345,.333,28.9,7.2,51,103.443621443,96.519125907,26.6,47.5
15,9,16,4-Seam Fastball,93.6,0,2530,0,24.6,9.4,.345,.333,28.9,7.2,51,103.443621443,96.519125907,26.6,47.5
30,16,2,Sinker,92.3,0,2365,0,24.6,9.4,.345,.333,28.9,7.2,51,103.443621443,96.519125907,26.6,47.5
16,10,16,4-Seam Fastball,93.2,0,2685,0,24.6,9.4,.345,.333,28.9,7.2,51,103.443621443,96.519125907,26.6,47.5
20,10,12,4-Seam Fastball,92.2,0,2593,0,24.6,9.4,.345,.333,28.9,7.2,51,103.443621443,96.519125907,26.6,47.5
28,15,4,Sinker,92.2,0,2379,0,,,,,,,,,,,
16,10,15,4-Seam Fastball,93.9,1,2397,0,23.2,5.2,.313,.341,36.9,10.8,45.3,101.337435149,94.95967995,26.2,51.4
11,1,18,4-Seam Fastball,98.4,1,2539,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
10,3,19,4-Seam Fastball,97.7,0,2581,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
44,4,-7,Slider,85.5,0,2596,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
12,1,17,4-Seam Fastball,96.9,0,2515,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
21,2,12,Cutter,89.6,1,2239,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
31,3,6,Slider,85.7,1,2332,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
16,7,17,4-Seam Fastball,91.5,0,2227,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
22,2,13,Cutter,88.4,0,2346,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
15,8,16,4-Seam Fastball,93.7,1,2239,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
34,5,3,Slider,85.6,0,2509,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
34,5,3,Slider,85.1,0,2471,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
15,10,16,4-Seam Fastball,93.0,0,2297,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
22,15,11,Sinker,90.9,1,2162,0,,,,,,,,,,,
18,7,14,4-Seam Fastball,92.1,0,2251,0,,,,,,,,,,,
15,8,16,4-Seam Fastball,93.7,0,2290,0,,,,,,,,,,,
32,1,6,Slider,84.9,0,2249,0,,,,,,,,,,,
34,1,5,Slider,83.2,0,2291,0,,,,,,,,,,,
16,9,17,4-Seam Fastball,91.5,1,2267,0,,,,,,,,,,,
62,0,-13,Curveball,74.8,0,2451,0,,,,,,,,,,,
14,8,18,4-Seam Fastball,92.4,0,2302,0,,,,,,,,,,,
19,9,15,4-Seam Fastball,90.8,1,2223,0,,,,,,,,,,,
27,5,7,Cutter,88.4,0,2248,0,,,,,,,,,,,
25,3,8,Cutter,90.1,0,2310,0,,,,,,,,,,,
14,10,15,4-Seam Fastball,96.6,0,2526,0,,,,,,,,,,,
29,2,7,Cutter,86.8,0,2277,0,,,,,,,,,,,
16,8,14,4-Seam Fastball,95.9,0,2445,0,,,,,,,,,,,
29,3,6,Cutter,88.7,0,2292,0,,,,,,,,,,,
15,7,14,4-Seam Fastball,96.6,0,2447,0,,,,,,,,,,,
28,4,7,Cutter,88.7,0,2340,0,,,,,,,,,,,
26,2,7,Cutter,89.7,0,2343,0,,,,,,,,,,,
10,10,18,4-Seam Fastball,99.3,1,2502,0,,,,,,,,,,,
11,11,17,4-Seam Fastball,98.1,0,2461,0,,,,,,,,,,,
10,10,19,4-Seam Fastball,97.0,0,2492,0,,,,,,,,,,,
46,4,-11,Knuckle Curve,87.2,1,2675,0,,,,,,,,,,,
11,9,17,4-Seam Fastball,99.3,0,2618,0,,,,,,,,,,,
46,9,-9,Knuckle Curve,85.7,0,2713,0,,,,,,,,,,,
13,9,16,4-Seam Fastball,97.4,0,2566,0,,,,,,,,,,,
26,2,9,Cutter,87.7,0,2313,0,,,,,,,,,,,
31,4,6,Slider,86.8,1,2299,0,,,,,,,,,,,
32,6,3,Slider,88.9,0,2284,0,,,,,,,,,,,
12,7,19,4-Seam Fastball,94.6,0,2206,0,,,,,,,,,,,
14,12,17,4-Seam Fastball,94.0,0,2239,0,,,,,,,,,,,
13,11,19,4-Seam Fastball,93.6,0,2230,0,,,,,,,,,,,
15,14,16,4-Seam Fastball,93.2,0,2178,0,,,,,,,,,,,
14,11,17,4-Seam Fastball,93.4,0,2153,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
16,12,15,4-Seam Fastball,94.0,0,2233,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
13,8,19,4-Seam Fastball,92.3,0,2223,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
26,14,12,Changeup,85.4,0,1600,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
14,11,17,4-Seam Fastball,93.1,0,132,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
30,15,10,Changeup,83.7,0,1574,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
31,15,8,Changeup,84.5,0,1677,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
13,7,19,4-Seam Fastball,92.2,0,3499,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
26,2,6,Cutter,90.3,1,2319,0,,,,,,,,,,,
12,10,17,4-Seam Fastball,97.3,1,2427,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
47,4,-8,Knuckle Curve,84.7,0,2611,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
14,9,16,4-Seam Fastball,94.9,0,2406,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
24,14,10,Changeup,89.6,1,2279,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
15,7,15,4-Seam Fastball,95.9,0,2439,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
31,3,5,Cutter,87.6,1,2214,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
41,17,1,Sweeper,81.6,1,2661,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
21,12,11,4-Seam Fastball,93.5,0,2266,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
21,6,10,4-Seam Fastball,93.7,0,2307,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
20,8,11,4-Seam Fastball,93.3,0,2295,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
38,16,1,Sweeper,83.0,0,2682,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
40,15,1,Sweeper,82.8,1,2669,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
33,22,-1,Sinker,93.0,0,1112,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
19,14,12,4-Seam Fastball,94.3,0,2346,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
27,2,5,Cutter,90.7,0,2520,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
20,11,11,4-Seam Fastball,94.3,0,2258,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
30,18,1,Sinker,93.9,0,2265,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
31,14,-1,Sinker,94.3,1,2370,0,,,,,,,,,,,
29,1,4,Cutter,90.0,0,2507,0,,,,,,,,,,,
40,16,0,Sweeper,82.1,0,2528,0,,,,,,,,,,,
38,15,2,Sweeper,82.8,0,2510,0,,,,,,,,,,,
25,2,7,Cutter,91.1,0,2576,0,,,,,,,,,,,
32,17,-1,Sinker,94.1,0,2233,0,,,,,,,,,,,
31,14,-1,Sinker,94.3,0,2281,0,,,,,,,,,,,
28,3,5,Cutter,89.4,1,2561,0,,,,,,,,,,,
17,10,13,4-Seam Fastball,95.1,0,2345,0,,,,,,,,,,,
42,15,-2,Sweeper,82.4,0,2645,0,,,,,,,,,,,
20,8,10,4-Seam Fastball,94.7,0,2354,0,,,,,,,,,,,
27,1,7,Cutter,89.5,0,2460,0,,,,,,,,,,,
38,12,0,Changeup,85.5,0,1184,0,,,,,,,,,,,
26,1,7,Cutter,90.0,0,2429,0,,,,,,,,,,,
29,3,5,Cutter,89.4,0,2442,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
44,6,-8,Knuckle Curve,86.7,0,2703,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
48,6,-12,Knuckle Curve,86.8,0,2727,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
11,11,17,4-Seam Fastball,99.0,0,2554,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
48,6,-12,Knuckle Curve,86.9,0,2737,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
47,3,-11,Knuckle Curve,86.3,0,2623,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
12,9,16,4-Seam Fastball,98.7,0,2525,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
26,7,8,Cutter,89.6,0,2345,1,,,,,,,,,,,
10,7,18,4-Seam Fastball,98.9,0,2553,0,,,,,,,,,,,
24,1,9,Cutter,91.1,0,2408,0,,,,,,,,,,,
27,2,6,Cutter,90.6,0,2403,0,,,,,,,,,,,
30,3,5,Cutter,89.0,0,2396,0,,,,,,,,,,,
13,8,15,4-Seam Fastball,98.8,1,2489,0,,,,,,,,,,,
29,4,6,Cutter,88.2,0,2323,0,,,,,,,,,,,
47,2,-11,Knuckle Curve,86.9,0,2753,0,,,,,,,,,,,
29,3,7,Cutter,87.9,0,2345,0,,,,,,,,,,,
29,5,7,Cutter,87.1,0,2374,0,,,,,,,,,,,
16,5,15,4-Seam Fastball,93.9,0,2414,0,,,,,,,,,,,
31,4,6,Cutter,86.1,0,2291,0,,,,,,,,,,,
28,14,1,Sinker,96.5,0,2001,0,,,,,,,,,,,
27,17,3,Sinker,95.3,0,1868,0,,,,,,,,,,,
28,17,2,Sinker,94.7,0,1799,0,,,,,,,,,,,
43,2,-5,Slider,83.8,0,2381,0,,,,,,,,,,,
39,3,-2,Slider,85.8,0,2250,0,,,,,,,,,,,
25,10,8,Cutter,90.6,1,2522,0,,,,,,,,,,,
53,5,-10,Curveball,80.1,0,2349,0,,,,,,,,,,,
54,1,-11,Curveball,79.9,1,2374,0,,,,,,,,,,,
24,17,8,Sinker,92.7,0,2035,0,,,,,,,,,,,
23,19,9,Sinker,92.6,0,1891,0,,,,,,,,,,,
54,4,-12,Curveball,80.5,0,2510,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
16,13,16,4-Seam Fastball,92.6,0,2307,1,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
24,18,8,Sinker,92.6,0,2002,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
44,4,-5,Slider,84.2,1,2476,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
29,5,6,Cutter,89.2,0,2568,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
43,4,-2,Slider,82.8,1,2529,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
41,2,0,Slider,82.2,0,2411,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
17,12,16,4-Seam Fastball,92.1,0,2261,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
26,20,7,Sinker,91.2,0,2225,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
59,3,-15,Curveball,79.2,0,2397,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
35,1,2,Slider,85.9,0,2528,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
25,2,8,Cutter,89.4,1,2326,0,,,,,,,,,,,
47,5,-9,Knuckle Curve,86.1,0,2585,0,,,,,,,,,,,
13,11,16,4-Seam Fastball,96.5,0,2430,0,,,,,,,,,,,
26,4,8,Cutter,89.0,0,2375,0,,,,,,,,,,,
46,5,-10,Knuckle Curve,86.5,1,2659,0,,,,,,,,,,,
28,2,7,Cutter,89.3,0,2352,0,,,,,,,,,,,
54,5,-16,Knuckle Curve,84.9,0,2688,0,,,,,,,,,,,
12,6,17,4-Seam Fastball,97.9,0,2502,0,,,,,,,,,,,
29,1,5,Cutter,89.5,0,2267,0,,,,,,,,,,,
48,8,-11,Knuckle Curve,86.4,1,2727,0,,,,,,,,,,,
30,2,5,Cutter,88.3,0,2325,0,,,,,,,,,,,
32,3,3,Cutter,88.0,0,2338,0,,,,,,,,,,,
29,2,6,Cutter,87.8,0,2298,0,,,,,,,,,,,
15,10,16,4-Seam Fastball,94.8,0,2408,0,,,,,,,,,,,
26,17,6,Sinker,93.2,1,2202,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
26,0,8,Cutter,90.0,0,2626,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
23,17,9,Sinker,92.5,0,2190,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
24,15,9,Sinker,91.7,0,2205,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
28,0,6,Cutter,89.9,0,2539,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
24,15,7,Sinker,93.5,0,2120,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
25,3,9,Cutter,90.2,1,2404,0,,,,,,,,,,,
33,14,7,Changeup,82.8,0,1996,0,,,,,,,,,,,
26,3,7,Cutter,90.3,0,2386,0,,,,,,,,,,,
26,15,6,Sinker,92.6,0,1985,0,,,,,,,,,,,
27,7,6,Cutter,90.4,1,2368,0,,,,,,,,,,,
31,17,10,Changeup,82.2,0,1960,0,,,,,,,,,,,
26,5,8,Cutter,89.5,0,2462,0,,,,,,,,,,,
24,4,9,Cutter,90.8,0,2377,0,,,,,,,,,,,
46,4,-11,Knuckle Curve,88.1,0,2697,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
30,2,4,Cutter,88.7,0,2370,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
50,8,-10,Knuckle Curve,82.6,0,2553,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
14,9,14,4-Seam Fastball,97.8,0,2436,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
29,5,7,Cutter,87.2,0,2319,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
25,14,9,Changeup,88.8,0,2283,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
15,11,15,4-Seam Fastball,96.4,1,2499,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
27,1,7,Cutter,88.5,0,2358,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
15,10,17,4-Seam Fastball,93.2,0,2374,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
34,16,6,Changeup,83.2,1,1969,0,,,,,,,,,,,
17,12,14,4-Seam Fastball,93.4,0,2301,0,,,,,,,,,,,
32,15,7,Changeup,84.3,0,1914,0,,,,,,,,,,,
30,16,10,Changeup,83.4,0,2047,0,,,,,,,,,,,
32,17,8,Changeup,83.7,0,2073,0,,,,,,,,,,,
52,3,-12,Curveball,82.7,1,2550,0,,,,,,,,,,,
25,1,8,Cutter,90.5,0,2478,0,,,,,,,,,,,
23,1,10,Cutter,91.5,0,2499,0,,,,,,,,,,,
38,1,0,Slider,85.0,1,2648,0,,,,,,,,,,,
24,18,8,Sinker,92.3,0,2273,0,,,,,,,,,,,
30,1,5,Cutter,88.8,1,2513,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
27,9,7,Cutter,90.6,0,2645,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
33,15,7,Changeup,82.5,0,1967,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
26,16,7,Sinker,91.1,0,2123,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
19,11,14,4-Seam Fastball,92.2,0,2405,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
42,4,-3,Slider,84.2,1,2623,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
30,15,10,Changeup,82.6,1,1945,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
38,2,0,Slider,84.0,0,2583,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
13,7,16,4-Seam Fastball,96.6,1,2421,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
26,1,8,Cutter,90.3,0,2287,0,,,,,,,,,,,
12,10,17,4-Seam Fastball,97.4,0,2389,0,,,,,,,,,,,
27,1,7,Cutter,89.5,0,2216,0,,,,,,,,,,,
14,12,16,4-Seam Fastball,96.0,0,2413,0,,,,,,,,,,,
14,12,16,4-Seam Fastball,95.4,1,2396,0,,,,,,,,,,,
25,3,10,Cutter,88.8,0,2295,0,,,,,,,,,,,
26,4,7,Cutter,91.3,1,2446,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
28,17,10,Changeup,85.0,1,1979,0,,,,,,,,,,,
39,4,-1,Slider,85.1,0,2683,0,,,,,,,,,,,
26,16,6,Sinker,92.7,1,2019,0,,,,,,,,,,,
35,2,2,Slider,85.5,0,2618,0,,,,,,,,,,,
24,1,10,Cutter,89.2,0,2528,0,,,,,,,,,,,
31,15,10,Changeup,82.0,0,2050,0,,,,,,,,,,,
30,14,9,Changeup,83.7,0,1990,0,,,,,,,,,,,
18,9,13,4-Seam Fastball,94.1,0,2251,0,,,,,,,,,,,
11,8,17,4-Seam Fastball,99.3,0,2551,0,,,,,,,,,,,
29,4,6,Cutter,87.7,0,2362,0,,,,,,,,,,,
15,7,15,4-Seam Fastball,95.6,0,2369,0,,,,,,,,,,,
47,4,-12,Knuckle Curve,87.7,0,2724,0,,,,,,,,,,,
24,3,9,Cutter,89.8,0,2406,0,,,,,,,,,,,
11,13,18,4-Seam Fastball,98.3,0,2503,0,,,,,,,,,,,
48,3,-10,Knuckle Curve,85.7,0,2749,0,,,,,,,,,,,
26,3,6,Cutter,91.2,1,2475,0,,,,,,,,,,,
12,10,18,4-Seam Fastball,97.3,0,2602,0,,,,,,,,,,,
48,4,-10,Knuckle Curve,85.5,0,2708,0,,,,,,,,,,,
31,1,7,Cutter,85.3,0,2336,0,,,,,,,,,,,
21,14,10,Sinker,93.9,1,2119,0,,,,,,,,,,,
27,3,6,Cutter,90.4,1,2476,0,,,,,,,,,,,
26,5,7,Cutter,90.3,0,2564,0,,,,,,,,,,,
30,16,2,Sinker,92.5,1,1992,0,,,,,,,,,,,
27,18,5,Sinker,92.1,0,2017,0,,,,,,,,,,,
35,5,1,Slider,87.3,1,2605,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
26,8,6,Cutter,91.3,0,2450,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
24,18,8,Sinker,92.3,0,2136,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
24,21,8,Sinker,92.5,0,2237,0,23.4,10.6,.393,.405,40.8,10.6,54.7,102.70606382,96.275263371,25,47.8
47,9,-10,Knuckle Curve,86.4,1,2648,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
31,3,4,Cutter,88.0,0,2478,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
14,10,16,4-Seam Fastball,96.1,0,2501,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
22,2,10,Cutter,91.2,0,2477,0,13.8,8.7,.374,.345,33.3,6.3,44.6,101.509185085,95.033759532,15.9,40.6
47,3,-12,Knuckle Curve,88.1,0,2771,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
24,20,10,Changeup,89.8,0,2314,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
13,10,17,4-Seam Fastball,96.4,0,2520,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
31,2,4,Cutter,88.4,0,2451,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
30,2,5,Cutter,88.3,0,2475,0,16,7.1,.322,.334,31,7.8,44.5,101.483355,95.033641189,18.9,48.3
11,10,19,4-Seam Fastball,95.8,1,2544,0,18,7.7,.353,.384,38.3,12.5,50,104.075226098,96.863638537,23.9,51.7
11,12,20,4-Seam Fastball,94.1,1,2452,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
52,7,-12,Knuckle Curve,83.1,0,2669,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
13,10,18,4-Seam Fastball,93.2,0,2406,0,14.2,9.3,.292,.336,36,6.1,37.7,98.988735351,93.617651798,19.6,42
26,14,5,Sinker,94.3,0,2226,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
25,2,8,Cutter,90.0,0,2540,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
39,3,-1,Slider,85.4,0,2603,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
44,12,-5,Sweeper,84.0,0,2450,0,18,6.2,.356,.350,28.1,11.3,48.9,103.744355603,96.286873939,20.4,50
33,0,3,Slider,87.1,0,2559,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
37,1,1,Slider,84.5,0,2454,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
18,11,13,4-Seam Fastball,93.3,0,2268,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
25,21,7,Sinker,93.1,0,2168,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
26,19,6,Sinker,92.7,0,2055,0,24.1,6.6,.336,.357,37.8,12.4,46.4,101.985742596,95.482559183,31.6,54.9
25,19,6,Sinker,93.2,0,2170,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
39,12,2,Sweeper,82.1,0,2448,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
21,1,12,Cutter,90.8,0,2501,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
22,18,11,Sinker,92.1,0,2222,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
24,0,10,Cutter,90.1,0,2532,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
21,19,11,Sinker,91.9,0,2175,0,13.8,6.3,.343,.371,29.2,9.9,55.3,105.509077937,97.692111587,17.4,46.1
,,,4-Seam Fastball,93.0,1,2070,0,,,,,,,,,,,
