Drop,Horizontal_Break,Induced_Vertical_Break,Pitch_Type,Pitch_Vel,In_Play,Spin,sword_num,batters::k_percent,batters::bb_percent,batters::woba,batters::xwoba,batters::sweet_spot_percent,batters::barrel_batted_rate,batters::hard_hit_percent,batters::avg_best_speed,batters::avg_hyper_speed,batters::whiff_percent,batters::swing_percent
16,0,17,4-Seam Fastball,92.3,0,2057,0,,,,,,,,,,,
39,13,5,Sweeper,79.3,0,2587,0,,,,,,,,,,,
28,5,10,Cutter,85.3,0,2359,0,,,,,,,,,,,
17,2,16,4-Seam Fastball,91.3,0,1966,0,,,,,,,,,,,
18,4,15,4-Seam Fastball,90.9,0,2003,0,,,,,,,,,,,
38,16,3,Changeup,81.3,1,1989,0,,,,,,,,,,,
35,8,5,Sweeper,81.8,1,2595,0,,,,,,,,,,,
17,5,16,4-Seam Fastball,90.8,1,2151,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
56,14,-7,Curveball,74.9,0,2554,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
42,15,5,Sweeper,76.4,0,2635,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
34,9,6,Cutter,82.3,0,2408,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
34,15,6,Changeup,81.6,1,2062,0,,,,,,,,,,,
38,15,3,Changeup,81.9,0,2035,0,,,,,,,,,,,
35,7,5,Cutter,82.8,0,2412,0,,,,,,,,,,,
25,14,7,Sinker,92.5,0,2309,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
27,1,7,Cutter,89.8,0,2254,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
39,5,-2,Knuckle Curve,85.0,0,2137,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
38,6,-1,Knuckle Curve,85.7,0,2125,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
28,1,7,Cutter,88.9,0,2231,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
41,11,-4,Knuckle Curve,84.8,0,2026,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
26,1,7,Cutter,90.1,0,2163,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
25,0,8,Cutter,90.6,0,2251,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
25,11,6,Sinker,93.0,0,2256,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
42,6,-3,Knuckle Curve,84.6,1,1907,0,,,,,,,,,,,
27,0,7,Cutter,89.2,1,2251,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
28,14,4,Sinker,93.2,0,30,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
29,16,2,Sinker,93.3,1,2113,0,,,,,,,,,,,
39,4,-3,Knuckle Curve,86.0,0,2051,0,,,,,,,,,,,
28,2,5,Cutter,90.1,0,2130,0,,,,,,,,,,,
37,4,0,Knuckle Curve,86.1,1,1962,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
23,13,8,Sinker,93.8,0,2151,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
28,16,4,Sinker,93.7,0,2213,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
25,10,5,Sinker,94.1,1,2423,0,,,,,,,,,,,
26,11,5,Sinker,93.5,0,1253,0,,,,,,,,,,,
40,6,-4,Knuckle Curve,86.4,0,1935,0,,,,,,,,,,,
35,3,1,Knuckle Curve,86.6,1,1692,0,,,,,,,,,,,
28,12,3,Sinker,94.1,0,1522,0,,,,,,,,,,,
27,12,4,Sinker,93.8,0,1087,0,,,,,,,,,,,
26,13,5,Sinker,93.4,0,2064,0,,,,,,,,,,,
22,11,9,Sinker,93.6,0,1957,0,,,,,,,,,,,
27,13,5,Sinker,93.1,0,2264,0,,,,,,,,,,,
44,8,-6,Knuckle Curve,84.9,0,1973,0,,,,,,,,,,,
26,12,6,Sinker,92.0,0,2340,0,,,,,,,,,,,
62,13,-18,Curveball,79.4,0,2860,1,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
61,11,-17,Curveball,78.6,0,2991,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
20,7,12,4-Seam Fastball,92.4,0,2186,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
38,14,2,Changeup,83.4,0,1839,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
24,15,9,Sinker,92.0,0,2235,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
21,7,12,4-Seam Fastball,90.8,1,2040,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
65,13,-19,Curveball,77.5,0,2867,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
38,16,0,Changeup,84.1,0,1856,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
19,7,14,4-Seam Fastball,90.4,0,2052,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
36,17,3,Changeup,83.3,0,1955,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
46,11,-1,Sweeper,77.9,0,2743,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
62,11,-16,Curveball,77.7,0,2765,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
46,12,-1,Sweeper,77.7,0,2689,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
23,15,10,Sinker,90.1,0,2150,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
26,16,7,Sinker,92.2,1,2270,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
50,3,-4,Curveball,77.4,0,26,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
27,17,5,Sinker,92.6,0,2696,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
16,5,16,4-Seam Fastball,91.3,0,2224,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
25,17,7,Sinker,91.3,0,2294,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
21,19,12,Sinker,92.0,0,339,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
25,16,8,Sinker,91.3,0,1485,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
18,5,15,4-Seam Fastball,91.8,1,2340,0,,,,,,,,,,,
17,4,16,4-Seam Fastball,91.6,0,2262,0,,,,,,,,,,,
49,4,-5,Curveball,78.4,0,1957,0,,,,,,,,,,,
19,10,13,Sinker,92.9,0,2375,0,,,,,,,,,,,
43,4,1,Curveball,79.2,0,3029,0,,,,,,,,,,,
23,14,9,Sinker,92.3,1,2993,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
40,5,3,Splitter,80.4,0,1466,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
15,3,17,4-Seam Fastball,91.8,0,2270,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
52,2,-5,Curveball,76.1,0,254,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
46,14,-2,Sweeper,78.8,0,2992,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
24,15,9,Sinker,90.2,0,2089,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
29,0,7,Slider,86.4,0,1413,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
27,17,6,Sinker,91.1,0,2210,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
63,12,-15,Curveball,76.2,0,2790,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
20,16,12,Sinker,91.6,0,2207,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
13,6,17,4-Seam Fastball,94.9,1,2562,0,,,,,,,,,,,
39,12,0,Sweeper,83.7,0,2852,0,,,,,,,,,,,
14,8,17,4-Seam Fastball,94.5,0,2604,0,,,,,,,,,,,
32,3,2,Slider,88.6,1,2526,0,,,,,,,,,,,
35,15,6,Splitter,82.1,0,1157,0,,,,,,,,,,,
13,7,18,4-Seam Fastball,94.1,0,2655,0,,,,,,,,,,,
38,12,2,Splitter,81.8,0,1263,0,,,,,,,,,,,
38,12,0,Sweeper,85.3,0,1586,0,,,,,,,,,,,
14,8,18,4-Seam Fastball,93.6,1,2728,0,,,,,,,,,,,
13,11,19,4-Seam Fastball,93.2,0,2551,0,,,,,,,,,,,
36,12,2,Sweeper,84.7,0,2849,0,,,,,,,,,,,
49,4,-7,Curveball,79.2,1,2230,0,,,,,,,,,,,
22,14,10,Sinker,92.6,0,2405,0,,,,,,,,,,,
23,17,9,Sinker,91.7,0,2337,0,,,,,,,,,,,
20,19,11,Sinker,93.9,0,2296,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
17,6,15,4-Seam Fastball,92.2,0,2399,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
53,4,-7,Curveball,77.1,0,2309,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
22,6,10,4-Seam Fastball,92.9,0,221,0,,,,,,,,,,,
22,17,10,Sinker,92.0,0,2276,0,,,,,,,,,,,
45,1,-2,Curveball,79.9,0,2306,0,,,,,,,,,,,
21,19,12,Sinker,91.4,0,2283,0,,,,,,,,,,,
54,5,-7,Curveball,76.4,0,2193,0,,,,,,,,,,,
51,4,-4,Curveball,75.4,0,2034,0,,,,,,,,,,,
39,14,-1,Sweeper,84.0,0,2993,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
44,17,-4,Sweeper,83.1,0,2871,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
41,18,-2,Sweeper,84.0,0,2861,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
40,12,-3,Sweeper,85.2,1,2967,0,,,,,,,,,,,
40,14,-2,Sweeper,84.3,0,2913,0,,,,,,,,,,,
32,2,2,Slider,89.4,0,2646,0,,,,,,,,,,,
12,9,18,4-Seam Fastball,95.2,0,2645,0,,,,,,,,,,,
11,11,19,4-Seam Fastball,95.3,0,2726,0,,,,,,,,,,,
32,3,1,Slider,89.1,1,3213,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
13,9,17,4-Seam Fastball,94.9,0,2696,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
32,2,3,Slider,88.1,0,2569,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
38,13,2,Sweeper,82.2,0,2222,0,,,,,,,,,,,
36,15,-1,Changeup,87.6,0,1428,0,,,,,,,,,,,
29,19,3,Sinker,93.2,0,1773,0,,,,,,,,,,,
21,1,12,Cutter,90.1,1,2171,0,,,,,,,,,,,
25,1,8,Cutter,89.8,0,2037,0,,,,,,,,,,,
24,3,9,Cutter,90.1,0,2110,0,,,,,,,,,,,
37,9,4,Sweeper,82.3,0,2214,0,,,,,,,,,,,
39,13,1,Sweeper,83.5,0,2151,0,,,,,,,,,,,
22,17,8,Sinker,95.1,1,1991,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
23,4,10,Cutter,91.0,0,2182,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
26,17,5,Sinker,94.9,0,20,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
41,13,-1,Sweeper,82.9,0,2193,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
23,16,7,Sinker,94.9,0,464,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
37,13,-2,Changeup,88.4,0,1393,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
24,16,7,Sinker,94.8,0,998,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
32,18,3,Changeup,88.7,0,1428,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
25,14,5,Sinker,95.0,0,1849,0,,,,,,,,,,,
25,2,8,Cutter,90.9,0,2042,0,,,,,,,,,,,
24,14,8,Sinker,93.2,0,1850,0,,,,,,,,,,,
15,9,16,4-Seam Fastball,94.1,0,2390,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
13,11,18,4-Seam Fastball,94.5,0,2357,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
15,9,17,4-Seam Fastball,91.9,0,2232,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
16,11,16,4-Seam Fastball,92.4,0,2336,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
24,1,11,Slider,87.6,0,2361,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
15,5,17,4-Seam Fastball,92.5,0,2317,0,,,,,,,,,,,
16,6,15,4-Seam Fastball,93.4,0,2346,0,,,,,,,,,,,
15,3,17,4-Seam Fastball,93.7,0,2202,0,,,,,,,,,,,
15,5,16,4-Seam Fastball,93.4,0,2278,0,,,,,,,,,,,
60,15,-14,Curveball,77.4,0,2545,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
56,9,-13,Curveball,79.4,0,2507,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
18,7,14,4-Seam Fastball,93.0,0,2321,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
19,9,13,4-Seam Fastball,93.0,0,2359,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
58,11,-14,Curveball,78.7,0,2535,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
23,18,10,Sinker,91.8,0,2183,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
55,9,-11,Curveball,78.4,0,2419,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
26,18,7,Sinker,91.1,0,2261,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
23,12,9,Sinker,92.5,0,2261,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
59,11,-14,Curveball,78.2,0,1421,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
52,5,-12,Curveball,82.4,1,2499,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
12,1,19,4-Seam Fastball,94.0,1,2365,0,,,,,,,,,,,
12,1,19,4-Seam Fastball,93.4,0,2142,0,,,,,,,,,,,
29,2,6,Slider,88.2,1,2393,0,,,,,,,,,,,
29,5,6,Slider,86.8,0,2307,0,,,,,,,,,,,
13,3,18,4-Seam Fastball,94.3,1,2191,0,,,,,,,,,,,
38,11,0,Sweeper,83.7,0,2573,0,,,,,,,,,,,
14,4,17,4-Seam Fastball,94.1,0,2175,0,,,,,,,,,,,
31,7,5,Slider,87.1,0,2394,0,,,,,,,,,,,
14,3,17,4-Seam Fastball,94.7,1,2457,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
11,4,20,4-Seam Fastball,94.3,1,2369,0,,,,,,,,,,,
50,8,-10,Curveball,82.8,0,2455,0,,,,,,,,,,,
30,8,4,Slider,88.5,0,2325,0,,,,,,,,,,,
29,5,7,Slider,87.7,0,2293,0,,,,,,,,,,,
52,5,-11,Curveball,81.2,0,2339,0,,,,,,,,,,,
15,5,16,4-Seam Fastball,94.5,1,2345,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
27,2,8,Slider,87.6,0,2457,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
14,8,18,4-Seam Fastball,92.7,0,2337,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
14,5,18,4-Seam Fastball,93.0,0,2348,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
16,8,16,4-Seam Fastball,93.6,0,2307,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
40,7,-1,Slider,84.0,1,2693,0,,,,,,,,,,,
39,3,0,Slider,84.1,0,2587,0,,,,,,,,,,,
13,8,18,4-Seam Fastball,95.4,1,2389,0,,,,,,,,,,,
41,1,-3,Slider,84.0,0,2635,0,,,,,,,,,,,
14,8,18,4-Seam Fastball,93.0,0,2315,0,,,,,,,,,,,
14,0,17,4-Seam Fastball,95.0,1,2277,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
37,9,4,Sweeper,81.2,0,2548,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
36,10,4,Sweeper,82.1,0,2470,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
15,2,16,4-Seam Fastball,93.8,1,2192,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
53,6,-13,Curveball,82.8,1,345,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
13,5,18,4-Seam Fastball,95.1,0,2209,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
12,3,19,4-Seam Fastball,95.1,0,2238,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
31,5,5,Slider,87.1,0,2379,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
14,1,17,4-Seam Fastball,93.8,0,2120,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
29,5,6,Slider,87.9,0,2309,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
28,12,6,Changeup,88.4,0,1583,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
14,4,16,4-Seam Fastball,93.9,0,2182,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
14,3,17,4-Seam Fastball,93.7,0,2229,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
29,5,6,Slider,88.2,0,2398,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
13,4,18,4-Seam Fastball,93.4,0,2259,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
12,3,19,4-Seam Fastball,93.9,0,2261,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
30,5,5,Slider,87.8,0,2397,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
13,6,18,4-Seam Fastball,93.3,0,2281,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
30,4,6,Slider,87.2,0,2383,0,21.2,12.8,.328,.325,33.9,8.3,40.6,99.372918736,94.150443931,20.5,42.2
29,5,6,Slider,88.1,1,2386,0,,,,,,,,,,,
29,7,7,Slider,87.3,0,2324,0,,,,,,,,,,,
49,6,-9,Curveball,82.9,0,2552,0,,,,,,,,,,,
11,0,22,4-Seam Fastball,91.7,0,2364,0,,,,,,,,,,,
36,11,4,Sweeper,82.1,0,2515,0,,,,,,,,,,,
35,10,6,Sweeper,81.5,0,2483,0,,,,,,,,,,,
13,3,20,4-Seam Fastball,90.9,0,2223,0,,,,,,,,,,,
30,5,5,Slider,87.6,1,2372,0,,,,,,,,,,,
24,1,10,Slider,89.1,0,2232,0,,,,,,,,,,,
11,10,20,4-Seam Fastball,94.8,1,2429,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
44,1,-5,Slider,83.8,0,2500,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
11,7,21,4-Seam Fastball,94.1,0,2340,0,18.8,5.9,.295,.336,35.9,6.5,45.6,101.849933211,95.315765069,25.1,45
12,5,21,4-Seam Fastball,93.1,0,2320,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
10,4,20,4-Seam Fastball,95.0,0,2458,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
41,12,-2,Slider,83.6,0,2685,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
35,8,0,Changeup,88.9,0,1205,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
13,3,19,4-Seam Fastball,94.2,0,2358,0,28.4,9.1,.352,.371,36.7,17.2,51.5,103.105373929,96.043407202,33.6,55.1
26,1,9,Slider,88.3,1,2396,0,,,,,,,,,,,
27,1,7,Slider,89.0,0,2332,0,,,,,,,,,,,
25,4,10,Slider,88.2,0,2353,0,,,,,,,,,,,
13,7,18,4-Seam Fastball,95.2,1,2348,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
10,4,21,4-Seam Fastball,94.0,0,2440,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
12,6,18,4-Seam Fastball,94.7,0,2356,0,14.1,8.9,.295,.353,33.7,7.4,34.7,99.029630957,93.533425745,20.1,45.2
12,7,18,4-Seam Fastball,95.9,0,2467,0,,,,,,,,,,,
10,5,20,4-Seam Fastball,95.8,0,2609,0,,,,,,,,,,,
39,3,-1,Slider,85.0,0,2591,0,,,,,,,,,,,
40,4,-3,Slider,84.9,0,1420,0,,,,,,,,,,,
32,13,3,Changeup,87.5,0,1204,0,,,,,,,,,,,
15,8,16,4-Seam Fastball,94.1,0,2351,0,,,,,,,,,,,
31,7,4,Slider,87.4,1,2449,0,,,,,,,,,,,
10,5,20,4-Seam Fastball,95.2,0,2431,0,,,,,,,,,,,
13,3,18,4-Seam Fastball,94.4,0,2404,0,,,,,,,,,,,
49,6,-11,Curveball,83.8,0,2554,0,,,,,,,,,,,
29,6,6,Slider,87.7,0,2376,0,,,,,,,,,,,
51,6,-11,Curveball,82.2,0,2540,0,,,,,,,,,,,
41,9,0,Sweeper,81.3,1,2474,0,,,,,,,,,,,
30,7,7,Slider,85.9,0,2345,0,,,,,,,,,,,
33,9,3,Slider,86.3,1,2375,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
11,1,21,4-Seam Fastball,93.0,0,2361,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
35,8,1,Slider,87.1,0,2332,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
14,0,18,4-Seam Fastball,93.3,0,2355,0,26,10.9,.285,.308,28,11.1,42.5,99.527574466,93.918731699,27.5,46.2
13,4,17,4-Seam Fastball,94.8,1,2341,0,,,,,,,,,,,
30,6,4,Slider,88.1,0,2416,0,,,,,,,,,,,
53,8,-13,Curveball,83.1,0,2503,0,,,,,,,,,,,
14,4,17,4-Seam Fastball,94.2,0,2146,0,,,,,,,,,,,
28,6,7,Slider,87.8,0,2398,0,,,,,,,,,,,
13,2,19,4-Seam Fastball,93.0,0,2351,0,,,,,,,,,,,
12,6,18,4-Seam Fastball,94.3,1,2413,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
13,4,19,4-Seam Fastball,93.2,0,2392,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
37,11,1,Changeup,85.6,0,1320,0,14.5,10.2,.312,.303,35.9,0,31.1,96.36104732,92.251973247,9.8,46.4
24,4,10,Slider,89.6,1,2418,0,,,,,,,,,,,
13,6,17,4-Seam Fastball,95.4,0,2435,0,,,,,,,,,,,
13,5,17,4-Seam Fastball,95.0,0,2394,0,,,,,,,,,,,
12,7,19,4-Seam Fastball,93.9,1,2434,0,,,,,,,,,,,
13,4,18,4-Seam Fastball,94.9,0,2393,0,,,,,,,,,,,
13,6,17,4-Seam Fastball,95.6,0,2470,1,,,,,,,,,,,
13,6,19,4-Seam Fastball,94.1,0,2398,1,,,,,,,,,,,
22,4,13,Slider,89.1,0,2429,0,,,,,,,,,,,
24,5,10,Slider,88.7,0,2404,0,,,,,,,,,,,
44,1,-5,Slider,84.4,0,2642,0,,,,,,,,,,,
12,3,19,4-Seam Fastball,93.7,0,2316,0,,,,,,,,,,,
11,2,20,4-Seam Fastball,93.6,1,2385,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
37,17,3,Sweeper,82.6,0,2545,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
10,5,21,4-Seam Fastball,94.1,0,2351,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
32,6,4,Slider,86.6,0,2351,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
13,1,18,4-Seam Fastball,94.1,0,2305,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
34,7,2,Slider,85.3,0,2324,0,18.2,8.1,.322,.294,38,4.7,24.4,95.568045327,91.803351925,20,45.6
35,9,1,Slider,86.4,1,2319,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
36,5,1,Slider,85.7,0,2326,0,23.2,8.4,.364,.352,32.1,11.9,44,102.327894444,95.462678465,23.6,49.1
52,9,-12,Curveball,82.8,1,2569,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
11,2,20,4-Seam Fastball,94.6,0,2471,0,23.1,16.4,.383,.400,38.3,16.8,54.7,103.877963178,96.919681737,32.7,49.2
